,file_id,user_id,subforum_id,num_contexts,hate,text,train,test
16,12845600_4,575437,1396,0,False,Die Antwoord - `` Cookie Thumper '' ( Official Video ) - YouTube,False,False
17,12845808_1,572287,1396,1,False,The whites are more in the range of 4.8 million .,False,False
18,12845808_2,572287,1396,1,False,I believe this can be higher since I 've read reports that especially whites in the Free State were not counted in the latest census .,False,False
19,12849464_1,575975,1346,0,False,Thank you for posting your story .,False,False
20,12849464_2,575975,1346,0,False,I think you should write a book as well .,True,False
21,12849464_3,575975,1346,1,True,"I 've always considered teaching as one of the professions I would like to get into , but not in a neighbourhood like that ... never. kids like that disgust me .",False,True
22,12849464_4,575975,1346,1,True,And the sad thing is the white students at those schools will act like that too .,False,True
23,12849464_5,575975,1346,1,False,"I guess I 'll just stick to homeschooling my kids , when and if I have them ...",True,False
24,12851329_1,576176,1346,0,False,Randy Blazak is an `` expert '' all right--he teaches `` Sociology of Star Trek '' --a credited class students actually pay for .,False,False
25,12851329_2,576176,1346,0,False,No wonder young people ca n't get jobs .,False,False
26,12851329_3,576176,1346,0,False,They take underwater basket weaving courses and they have no worthwhile skills on account of angry still my favorite comment .,False,False
27,12854837_1,573356,1346,0,False,"Old Tarzan movies , `` Zulu '' , and `` King Kong '' have many such images .",False,False
28,12854837_2,573356,1346,0,False,National Geographic magazines in the 1950s and early 1960s are replete with color photos of African villagers .,False,False
29,12854837_3,573356,1346,0,False,Dr. Albert Schweitzer 's two-hour documentary from 1958 was shown in movie theaters everywhere .,False,False
30,12854837_4,573356,1346,0,False,I think VHS tapes are available at Amazon .,False,False
31,12855154_1,576372,1346,0,True,Their gods often had pale skin and blue eyes but I suppose literacy is n't valued highly by their cultural intelligencia .,True,False
32,12855349_1,572083,1346,0,False,When the girl starts talking the guy in the middles lips start moving .,False,False
33,12855349_2,572083,1346,0,False,"He was checking her lines , bad actors ca n't help themselves from doing this .",False,False
34,12855497_1,575939,1346,0,False,This whole situation starts to become really bizarre .,False,True
35,12855497_2,575939,1346,0,False,I was a Right Sector supporter but it starts to sound as if they are in fact just Israeli agents ......,False,False
36,12855497_3,575939,1346,1,False,I do n't know who to support anymore ................,False,False
37,12855806_1,575744,1346,0,False,I've read many post on here saying Israel gives training to US law enforcement .,False,False
38,12855806_2,575744,1346,0,False,I remember after the Boston Marathon bombings watching Fox News and they said law enforcement was consulting Israel for advice .,False,False
39,12856993_1,575948,1346,0,False,I believe his dog would like to get as far away from him as possible !,False,False
40,12856993_2,575948,1346,3,False,Free North Carolina : Peterson 's particulars VikingInMe,False,False
41,12858701_1,572179,1346,2,False,"So according to section C , what few jobs there are in our areas will be given to these people as well Thanks for posting this .",False,False
42,12860820_1,573375,1346,0,True,Greece need a man like Adolf Hitler and now is the perfect time to start a national political movement to free Your country from the zionist bankers,True,False
43,12863641_1,572066,1346,0,False,The image below is for the First Week of March 2011. freeman in court - judge bows to Sovereign - Canada YouTube - freeman in court - judge bows to Sovereign - Canada,False,False
44,12869018_1,575841,1346,0,False,I do n't watch T.V. or Hollywood movies .,False,False
45,12869018_2,575841,1346,0,False,I know of Chris Rock and subsequently have hated him for a long time .,False,False
46,12869018_3,575841,1346,1,True,He is a pathetic little chimp .,True,False
47,12869757_1,573148,1346,1,False,Declaring war on the innocent White Population of any nation could easily be justified by anyone who was not a White Nationalist .,False,False
48,12870229_1,572066,1346,0,False,"Seekers of Truth , Start out by watching the `` Benjamin Freedman Speaks '' video @ youtube .",False,False
49,12870229_2,572066,1346,0,False,"com/watch ? v = hXBcyX97jGM then move on to watching , `` The Loss of Liberty '' film @ youtube .",False,False
50,12870229_3,572066,1346,0,False,com/watch ? v = kBD6Gm6VoDM Then watch 8 min. Obama at AIPAC @ youtube .,True,False
51,12870229_4,572066,1346,0,False,com/watch ? v = KrdyCxpB4fs And then the entire Myron Fagan video @ youtube .,False,False
52,12870229_5,572066,1346,0,False,com/watch ? v = 6OK6ks7BSOY For a FREE informative BOOKLET & video on the Zionist-engineered INTENTIONAL destruction of White people go to : youtube .,False,False
53,12870229_6,572066,1346,0,False,com/watch ? v = n663eVTSyS8,False,False
54,12875264_1,575695,1397,0,False,Note!,False,False
55,12875264_2,575695,1397,0,False,"Wntube is now .net , not .com.",False,False
56,12875264_3,575695,1397,0,False,They have improved the site .,False,False
57,12875264_4,575695,1397,0,False,Please contribute and/or donate .,False,False
58,12875264_5,575695,1397,0,False,http://www.wntube.net/play.php ? vid = 1428 & code = 108,False,False
59,12883101_1,577823,1345,4,True,Try El Paso Texas Soo much mudd invasion that the river is the same color as those playing/crossing in it .. year round !,True,False
60,12883101_2,577823,1345,4,False,Welcome to the front lines ...,True,False
61,12883101_3,577823,1345,4,False,"Folk , Faith , Family Hail Victory !!",False,False
62,12904919_1,572076,1345,0,True,"Here is a video of the event that is worth watching just to see a beautiful White lady screaming `` scum , scum , scum , f * * * ing scum !!! '' at the muslim filth .",True,False
63,12904919_2,572076,1345,0,False,Protesters Clash during Military Parade in Barking,False,False
64,12905790_1,578244,1345,2,False,Does this not show how stupid these folks can be ?,False,False
65,12905790_2,578244,1345,2,False,"Let 's order a pizza to be delivered where we are and then try to assault the driver , no one will know how to catch us .",False,False
66,12915702_1,575999,1345,0,False,Nice to know that are still a few men out there who `` have a pair '' .,True,False
67,12915702_2,575999,1345,0,False,Your courage and honestly are apprecated .,False,False
68,12915702_3,575999,1345,0,False,Jesus Christ is Lord indeed .,False,False
69,12915702_4,575999,1345,0,False,Y' all have a nice day .,False,False
70,13061184_1,577495,1345,1,True,"I suppose the concept of a male cow and a female cow producing MORE cows , and the repeating process is too much for them to understand .",True,False
71,13061184_2,577495,1345,1,True,May they all get mad cow disease .,True,False
72,13061184_3,577495,1345,1,False,The sooner the better .,False,False
73,13063006_1,578159,1345,1,False,"Yeah, but no one will ever hear of this .",False,False
74,13063006_2,578159,1345,1,False,Instead we are left to shed a tear for the black kids killed in a church bombing 40 years ago .,False,False
75,13063290_1,578990,1345,0,False,That's all I needed to hear .,False,True
76,13063290_2,578990,1345,2,False,* Unsubscribed * Off to the SA threads .,True,False
77,13063290_3,578990,1345,2,False,There are White folks that require a little of our time .,False,False
78,13119410_1,572508,1345,1,False,I guess Mr. Pena forgot about the black speed skater who won the gold and is being glorified on NBC every 5 minutes .,False,False
79,13139571_1,572139,1345,3,False,I'm sad to find this out right now but I 'm also sorry to inform you that Kevin was killed several years ago .,True,False
80,13139571_2,572139,1345,3,False,http://www.visioncircle.org/archive/003870.html,False,False
81,13177001_1,579206,1345,0,False,I'm having a hard time believing this .,False,False
82,13177001_2,579206,1345,1,False,I have 2 friends in CS and neither has EVER worked with a black .,False,False
83,13177001_3,579206,1345,1,False,"All their coworkers are white , NE asian or indian/paki , except one guy worked with a mestizo for a few weeks on a project .",False,False
84,13177001_4,579206,1345,1,False,"Hundreds of people , but no blacks !",True,False
85,13177001_5,579206,1345,1,False,"I also attended a Masters/PhD graduation ceremony at a major state university a few years ago - none of the CS degrees were awarded to blacks. [ a couple computer degrees went to blacks , but they were in IT with a focus on internet marketing/web-commerce ] So where are all these black computer geniuses hiding ?",False,False
86,13209219_1,575645,1345,0,False,"Over and over , you hear about home-schooled kids beating out public school kids for spelling bees .",True,False
87,13209219_2,575645,1345,0,False,"Unfortunately , there are some poor White families where both parents work .",False,False
88,13209219_3,575645,1345,0,False,"Perhaps if a school district has only a few White families left , they could get together and each parent could teach the kids one day per week .",False,False
89,13209219_4,575645,1345,0,False,The parents who could n't teach on weekdays could teach on Saturday .,False,False
90,13271390_1,577040,1345,2,False,That was me .,False,False
91,13271390_2,577040,1345,2,False,I have no intention of ever setting foot in Mexico so I 'll have to take your word for it .,False,False
92,13288494_1,572180,1345,6,False,Excellent Article !! * * * * * Why Were n't They In Jail ?,False,True
93,13288494_2,572180,1345,0,False,"Three of the four suspects in the death of a 12-year-old Moore County girl were repeat offenders , free on probation .",False,False
94,13288494_3,572180,1345,6,False,Steve Reed Reporter Three of the suspects charged with the murder of a 12-year old Moore County girl were given suspended sentences for other crimes and were free on probation at the time of her slaying .,False,False
95,13288494_4,572180,1345,6,False,"Perry Ross Schiro , 19 , of Harnett County was charged yesterday with murder in the Sept. 21 shooting death of Emily Elizabeth Haddock .",False,False
96,13288494_5,572180,1345,6,False,He is the fourth suspect to be charged with her murder .,False,False
97,13288494_6,572180,1345,6,False,"Also charged are Sherrod Nicholas Harrison , 19 , Michael Graham Currie , 18 , and Van Roger Smith , 16 , all of Cameron in Harnett County .",False,False
98,13288494_7,572180,1345,6,False,"Two of the suspects , Mr. Harrison and Mr. Currie , were repeat probation violators .",False,False
99,13288494_8,572180,1345,6,False,Only Mr. Smith had no prior criminal record .,False,False
100,13288494_9,572180,1345,6,False,"Mr. Schiro , the latest suspect to be charged in the killing , was arrested when a .22-caliber handgun , possibly the murder weapon , was found in his car .",False,False
101,13288494_10,572180,1345,6,False,"He was also charged with burglary , larceny and possession of stolen property .",False,False
102,13288494_11,572180,1345,6,False,All four suspects are being held without bond in the Moore County Jail .,False,False
103,13288494_12,572180,1345,6,False,The Rest Of The Story,True,False
104,13293414_1,572180,1345,1,True,"Nevermind, found the new page Knew it had to be a groid .... any report of rape ?",False,True
105,13293414_2,572180,1345,1,False,Surprised it came back so fast ...,False,False
106,13293414_3,572180,1345,1,False,http://www.wral.com/news/local/story/1850536/,False,False
107,13341044_1,572139,1345,0,False,"Obama has membership in Prince Hall ( for blacks ) lodge and will become the next president , according to this guy : [ youtube = http://www.youtube.com/watch ? v = _ nLfRsReGII ] Zagami [ /youtube ]",False,False
108,13391410_1,579214,1345,1,True,they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy,True,False
109,13401474_1,581236,1345,2,False,Good.,False,False
110,13401474_2,581236,1345,2,True,I hope they all starve .,True,False
111,13401474_3,581236,1345,2,True,No white person should send a single penny or lift a single finger to help them .,True,False
112,13406897_1,579436,1345,0,True,"He's a retarded feral negro ( yes , feral humans who cannot talk occasionally pop up , having been abandoned as children. ) .",False,True
113,13406897_2,579436,1345,0,True,"He walks upright , and has human arms and legs .",True,False
114,13406897_3,579436,1345,0,True,I 've seen negroes who look ( and undoubtedly act ) like him .,True,False
115,13406897_4,579436,1345,6,False,http://www.occultopedia.com/f/feral_children.htmhttp://www.ling.lancs.ac.uk/chimp/la...E4/4kamala.htmhttp://www.occultopedia.com/w/wildpeter.htm Aragorn,False,False
116,13422115_1,581373,1347,0,False,"Again, every time I will see filthy comment about Georgia without providing any facts , I will respond .",True,False
117,13422115_2,581373,1347,0,True,I will respond until Armenian scum will stop,True,False
118,13433000_1,572042,1347,0,False,"The reason large white families were encouraged those days was to build up the population of white Germans , which were ravaged by the jewish attacks at them during WW1 and in hyperinflation 1920 's .",True,False
119,13434590_1,575709,1347,0,False,I see a nation where I can walk out my front door and not feel like a minority in my own country .,False,False
120,13434590_2,575709,1347,0,True,Where a white woman can go about in public and not fear assault by muds .,True,False
121,13435201_1,575675,1347,2,False,"No, I see that as giving up .",False,False
122,13435201_2,575675,1347,2,False,"I hope one day to proudly say again that I am an American , when we take this country back .",False,False
123,13435201_3,575675,1347,2,False,BTL,False,False
124,13442727_1,577488,1347,1,False,"OK, I have been through some of the other threads on this section about NS and watched a few videos on YT .",False,False
125,13442727_2,577488,1347,1,False,It has obviously been misunderstood and i would been keen to learn more .,False,False
126,13444199_1,581884,1347,3,True,I retract - always .... Always because an animal lacks the skills to properly raise a ( half ) human child .,True,False
127,13444199_2,581884,1347,3,False,I apologize for my ignorance .,False,False
128,13446781_1,572067,1347,0,False,Baby steps .,False,False
129,13446781_2,572067,1347,1,False,"I do n't think anyone is insinuating that we are equal to non whites , or that we would ignore white nations .",False,True
130,13446781_3,572067,1347,1,True,When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .,True,False
131,13446781_4,572067,1347,1,False,These people have no idea about who they are or where they came from and any knowledge that they do have has guilt attached to it .,False,True
132,13446781_5,572067,1347,1,False,If whites did have some knowledge and a little more recognition was put out there I think most of them would feel a little more pride of who they are and stick to the white race .,False,False
133,13449094_1,579167,1347,0,True,There should not be problems between the different classes inside the race white since we are all whites they should be joined to fight against non-whites they are our enemies .,True,False
134,13449383_1,582096,1347,0,False,If a person is white and he is a Christian or a Pagan then i consider him as my brother or sister no matter whatever profession he is into .,False,False
135,13451430_1,582250,1347,0,False,Can you give any examples of progress made by skinheads or the Klan ?,False,False
136,13451430_2,582250,1347,0,False,Seems to me they are in precipitous decline .,False,False
137,13453511_1,576458,1347,0,False,Ive been around here for four years and seen almost no class divide .,False,False
138,13453511_2,576458,1347,0,False,"I dont really like even talking about it , because I fear we will create a division where there is none .",False,False
139,13454668_1,573278,1347,0,True,Black ``women''on London transport ...,True,False
140,13454668_2,573278,1347,0,False,"Racist woman rant in London part 1 - YouTube ORIGINAL Racist Black Girls Fighting , South London Railway Balham to Mitcham 18.11.2011 - YouTube",False,False
141,13456696_1,572219,1396,2,False,"[QUOTE=Trotis;10497843]Isn't South African chocolate made by overseas companies based in SA ? ( British and Swiss ) Would a `` Mars bar '' taste different made in SA compared to one in England ? / QUOTE ] I would have thought so too , but the stuff tastes different .",True,False
142,13456696_2,572219,1396,2,False,I think it has something to do with the type of sugar or where the sugar was originally grown .,False,False
143,13456696_3,572219,1396,2,False,BTW - I do n't recall seeing a Mars Bar in S.A ?,False,False
144,13456696_4,572219,1396,2,False,I never drink diet anything either because of the aspartame and water is for the fish .,False,False
145,13456696_5,572219,1396,2,False,"I try to avoid the GMO stuff too , but since they do n't label the stuff it 's hard to do .",False,False
146,13456696_6,572219,1396,2,False,And then you need to avoid High Fructose Corn Syrup - bad for you and made from GM corn .,False,False
147,13456696_7,572219,1396,2,False,You also need to avoid anything Soya .,False,False
148,13456696_8,572219,1396,2,False,And then there is the pesticides on your fresh ( ? ) fruit and veggies .,True,False
149,13456696_9,572219,1396,2,False,And the non-edible chemicals in the processed and sometimes not so processed food .,False,False
150,13456696_10,572219,1396,2,False,In the end the only safe thing to eat is grass if you are lucky enough to have your own garden ( or grow your own food if you have the space ) and hope to hell the government here does n't do chemical spraying .,False,False
151,13456696_11,572219,1396,2,False,"Hell , the way we are deliberately poisoning ourselves I 'm surprised we have lasted this long !",True,False
152,13456921_1,578990,1347,0,True,"If not kept in check , we may very will be living in an actual Planet of the Apes soon .",True,False
153,13456921_2,578990,1347,2,False,YouTube - & #x202a ; Kenya - Hacked to death by panga in front of film crew & #x202c ; & rlm ;,False,False
154,13458373_1,582330,1347,0,False,Racist attack by blacks on a young white girl in France .,False,False
155,13458373_2,582330,1347,0,False,Negro holding the camera laughs with glee : Dailymotion - Agression raciste contre une jeune fille blanche - France - une vidéo News & Politics,False,False
156,13458484_1,572404,1347,0,False,What happens when Popeye 's runs out of chicken YouTube - Popeyes Freakout ( Ghetto Vers .,False,False
157,13458484_2,572404,1347,0,False,"2.0 ) * Does contain alot of profanity , so you have been forewarned *",False,False
158,13460017_1,582330,1347,0,False,Negro rainforest `` music ''.,False,False
159,13460017_2,582330,1347,0,False,"( If you click the video , the video comments are full of self-hating whites ) : YouTube - BAKA RAINFOREST PEOPLE YODELLERS",True,False
160,13461061_1,575534,1346,0,False,What the ...,False,False
161,13461061_2,575534,1346,0,False,"Non-Muslim Michigan High School students wear hijabs in school for class lesson to `` explore religion and identity '' | Pamela Geller , Atlas Shrugs",False,False
162,13461719_1,575756,1347,0,False,I have n't been able to finish watching even one of these videos .,False,False
163,13461719_2,575756,1347,2,True,As soon as I hear them uttering their monkey gibberish I feel like smashing my computer screen with my fist .,True,False
164,13461719_3,575756,1347,2,False,That would be too expensive .,False,False
165,13462533_1,579056,1347,0,False,Thanks.,False,False
166,13462533_2,579056,1347,2,False,I hope this will catch on like the 14 words .,True,False
167,13462533_3,579056,1347,2,False,If anyone wants to post it in other forums feel free to do so .,False,False
168,13463371_1,572196,1346,0,False,"It is very hard for average Whites to see their own disenfranchisement , let alone realize that it is planned .",False,False
169,13463371_2,572196,1346,0,False,This is because much of the disenfranchisement is by way of destroying White cultural identity and pride .,False,False
170,13463371_3,572196,1346,0,False,So contributing and participating in any way to opportunities to instill pride in White ethnic heritage and even White American ethnic heritage will go a long way in helping them recognize what is being taken away .,False,False
171,13467569_1,574152,1346,0,False,Pffffft!,False,False
172,13467569_2,574152,1346,0,False,"Ive seen that crap too , and thought WTF ?",False,False
173,13467569_3,574152,1346,2,True,I can picture him as that baby monkey on the ' save the rainforest comercial or whatever,True,False
174,13469056_1,575695,1347,0,False,The only thing holding us back are our traitors and the 40billion anti-european people of the earth that flourished on our technology .,False,False
175,13473137_1,572196,1346,2,False,"Thanks for saving the picture but the one I saw was a black guy looking at a laptop and a White girl sitting next to him , laughing and hanging on him also looking at the laptop but they did n't show what was on the laptop .",False,False
176,13473137_2,572196,1346,2,False,They were in a living room sitting on the couch implying that they were a couple .,False,False
177,13473465_1,583637,1346,2,False,Its really sad how so many whites just don`t even care and there actually happy that this is coming to be .,False,False
178,13474879_1,572059,1346,0,False,There's more sex and sleaze condensed on the shelves of the check out line than you 'll get in 2 hours of TV - and 2 hours of TV is lethal to your spirit !,False,False
179,13475102_1,572408,1346,1,False,"And her husband is Tom Brady , this good-looking White Nordic guy : Here 's a photo of them with their ( white ) children :",False,False
180,13477084_1,572059,1346,0,False,I actually celebrate Black History Month .,False,False
181,13477084_2,572059,1346,2,True,I have a dream - one of these days Black occupation of America will be history !,False,True
182,13477295_1,572087,1345,2,True,"Pathological killers , they are .",False,True
183,13477295_2,572087,1345,2,True,Jews have been poisoning wells since Biblical times .,False,True
184,13477295_3,572087,1345,2,True,No wonder we are in such bad shape with this tribe in charge of the White House and Congress .,True,False
185,13477865_1,572224,1346,0,True,The Jew represents the snake .,True,False
186,13477865_2,572224,1346,1,True,All you need is to cut off it 's head and the rest of the problems will crumble away with ease,False,True
187,13480997_1,573561,1345,3,True,"I hate to see such beautiful white females become victims of these sick , violent merciless animals .",True,False
188,13480997_2,573561,1345,0,True,Separation is the only answer !,True,False
189,13480997_3,573561,1345,3,False,White Power !,False,False
190,13482637_1,585090,1346,0,False,White Americans and White Europeons have too few children .,False,False
191,13482637_2,585090,1346,0,False,Other than the Amish no other group of whites have large families .,False,False
192,13483810_1,579291,1347,0,False,Honestly the better idea is private schools for our people ; the average parent is a poor teacher .,False,False
193,13483810_2,579291,1347,0,False,The muslims have ultra strict racialist private schools the world over ; why do n't whites ?,False,False
194,13484158_1,579086,1345,1,True,While they are in prison the kikes should get the same food the regular prison population gets ...,False,True
195,13484158_2,579086,1345,1,True,Who the hell cares if its not kosher ...,True,False
196,13484158_3,579086,1345,1,False,This is n't the local 4 diamond Hilton situated on some sunny beach ...,False,False
197,13484565_1,581444,1345,2,True,"i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !",True,False
198,13488146_1,585682,1395,2,False,We dont care about Alaska while it is not white land .,False,False
199,13488146_2,585682,1395,2,True,We are more concerned about ZOG controlling US and Russia .,True,False
200,13488914_1,575554,1395,0,True,"Why do n't White Europeans and Americans grow a set of balls , and deport these Black and brown animals from their countries ?",False,True
201,13491591_1,575250,1395,0,False,"Another EuroRus update , more video and photos ! [ gvideo ] http://video.google.com/videoplay ? docid = 5268894597794277031 [ /gvideo ] A Fascinating Conversation Between Dr. Alfred Vierling & Dr. Duke !",True,False
202,13491591_2,575250,1395,0,False,"Kris Roman , Jan Kristel , Dr. Alfred Vierling , Dr. David Duke , Thiery Van Roy , Frederik Ranson , Andreas Thierry , Stephanos Gekas .",False,False
203,13491591_3,575250,1395,0,False,Robert Steuckers and Dr. David Duke Gunther Van Den Eynde en Dr. David Duke Euro-Rus 2008 !,False,False
204,13491591_4,575250,1395,0,False,"Euro-Rus Евро-Русь For a great Europe , from Gibraltar to Vladivostok !",False,False
205,13491591_5,575250,1395,0,False,http://www.eurorus.org/,False,False
206,13492064_1,576293,1395,2,False,What would you have done instead ?,False,False
207,13492064_2,576293,1395,2,False,"Ignore the genocide on Serbs , turn your back on your own people .",True,False
208,13492064_3,576293,1395,2,False,Then you are a traitor .,False,False
209,13493681_1,572043,1395,0,False,"Ivan Ivanovich Shishkin , January 25 , 1832 March 20 , 1898 ( Иван Иванович Шишкин ) Felling of Forest , 1867 Landscape with a Lake At the Seashore , 1890 ( sketch ) Birch Grove , 1896 View at a Neighborhood of Petersburg , 1856 Swiss Landscape , 1866 Forest on the Eve of Thunderstorm , 1872 Oak Forest in a Grey day , 1873 ( sketch ) Swamp .",False,False
210,13493681_2,572043,1395,0,False,"Woodlands , 1890 Rain in an Oak Forest , 1891",False,False
211,13494395_1,584433,1395,1,False,"Finns mixed with swedes and got blond hair and blue eyes , but ethnical finn look like tatar : dark hair , dark eyes , short height , round face .",False,False
212,13494421_1,584433,1395,0,False,The reasons : Alcoholism takes around 150000 lives every year .,False,False
213,13494421_2,584433,1395,0,False,Aids - around 20000 every year .,False,False
214,13494421_3,584433,1395,1,False,Emmigration - around 50000-100000 per year .,False,False
215,13494421_4,584433,1395,1,False,Heart diseases - around 100000 per year .,False,False
216,13494421_5,584433,1395,1,False,High mortality rate - like country is at war .,False,False
217,13494421_6,584433,1395,1,False,Lowest birthrate in world .,False,False
218,13496564_1,576891,1395,1,False,"http://www.guardian.co.uk/russia/art...772175,00.html Attaboy , Putin .",False,False
219,13496564_2,576891,1395,1,False,"If I were in the audience , I 'd clap till my hands were numb .",False,False
220,13496564_3,576891,1395,1,False,That 's telling worthless s.o.b.s like Cheney what they can do with their cheap words and crocodile tears .,False,False
221,13499007_1,585703,1395,0,False,I have long loved Tchaikovsky ballets and Mussorgsky operas and now I enjoy Russian traditional music as well .,False,False
222,13499007_2,585703,1395,0,False,"I just bought two CD 's featuring the Russian Radio Chorus Orchestra , Orchestra Vladimir Avramow , and St. Petersburg Balaika Ensemble playing such songs as St. Petersburg , Why Should I Be Sad , Dark Night , The Long Way , Wolga , So Many Days , Nastassja , Two Guitars , Fields , Hai-Da Trojka , Bandura , Tschubtschik , Troika , The Cossack , Our Little Village , Stenka Rasin , and many others .",True,False
223,13499007_3,585703,1395,0,False,"I was recently in Zaporojie , Ukraine , which has a famous Cossack enclave , where I had the opportunity to dine at a Cossack restaurant and listen to traditional Cossack music played live .",True,False
224,13499007_4,585703,1395,0,False,Listening to this music brings back memories of all my visits to Russia and Ukraine .,False,False
225,13499982_1,573820,1395,1,False,Oh so we cannot post on this subject because at this moment in time we are not in the same AREA as you .... WHATEVER So I will wait maybe untill next spring when I go to LODZ And JP should wait untill he starts school this winter in Bratislava THEN can we post ?? ......... PLEASE SIR,False,False
226,13501262_1,586483,1345,1,False,"I keep telling people about things like this , and they never believe me .",False,False
227,13501262_2,586483,1345,1,False,I want to show them this thread .,False,False
228,13501262_3,586483,1345,1,False,This is great !,False,False
229,13501638_1,586469,1395,5,False,It was until Kveldulf saw fit to open it up again with his unnecessary comments .,False,False
230,13501638_2,586469,1395,5,False,I have to go to work now .,False,False
231,13503127_1,572147,1345,0,False,Hispanic: A woman threw her 2 1/2-year-old granddaughter several stories to her death from a walkway at a shopping mall http://www.news4jax.com/video/25962136/index.html negro : -- Police arrested a 17-year-old who they said burglarized a home over the Thanksgiving weekend .,False,False
232,13503127_2,572147,1345,0,False,"Jacksonville police said Brian Williams broke into the home on Braddock Road while the family was out of town and baked brownies , drank orange juice , surfed porn websites and loaded up the victim 's car with bottles of liquor .",False,False
233,13503127_3,572147,1345,0,False,http://www.news4jax.com/news/25976955/detail.html,False,False
234,13503555_1,575787,1345,0,True,SEX: MALE RACE : BLACK D.O.B : 08-24-1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an olde version of Cornielious from `` Planet of the Apes '' !,True,False
235,13503555_2,575787,1345,0,False,LOL,False,False
236,13504442_1,586270,1395,0,False,"You can have your site on Odins Rage but host your picture and zip files somewhere else like geocities.com , cause Odins Rage doesnt give much room .",False,False
237,13504529_1,586528,1395,0,False,"Don't want to ruin the spirit of the mood , but are n't Russians for the most part Orthodox Christian , and they have a different day for Christmas ?",False,False
238,13504529_2,586528,1395,0,False,"I think it is January 6'th or 7'th , not the same as us .",False,False
239,13506182_1,586372,1395,1,True,Because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew - communist wanted .,True,False
240,13507183_1,573278,1345,0,True,"Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers .",True,False
